# Local branches/worktrees compact index
Generated: 2026-07-22T23:08:54+04:00
Repo: /home/sjors/dev/astro-plan
Branches total: 515 | Attached: 12 | Orphaned: 503
Detached worktree snapshots: 3
Worktrees total: 15 | Attached: 12 | Detached: 3

## 1) Branches
idx | state | branch | upstream | status | file_count | sample_changed_paths
446 | orphaned | worktree-worktree-281880 |  | (none) | n/a | (no upstream)
447 | orphaned | worktree-worktree-287309 |  | (none) | n/a | (no upstream)
448 | orphaned | worktree-worktree-2897577 |  | (none) | n/a | (no upstream)
449 | orphaned | worktree-worktree-2947572 |  | (none) | n/a | (no upstream)
450 | orphaned | worktree-worktree-2951853 |  | (none) | n/a | (no upstream)
451 | orphaned | worktree-worktree-2953965 |  | (none) | n/a | (no upstream)
452 | orphaned | worktree-worktree-2956522 |  | (none) | n/a | (no upstream)
453 | orphaned | worktree-worktree-2969010 |  | (none) | n/a | (no upstream)
454 | orphaned | worktree-worktree-3005806 |  | (none) | n/a | (no upstream)
455 | orphaned | worktree-worktree-3008119 | origin/worktree-worktree-3008119 | [gone] | n/a | [upstream missing]
456 | orphaned | worktree-worktree-304162 |  | (none) | n/a | (no upstream)
457 | orphaned | worktree-worktree-304402 |  | (none) | n/a | (no upstream)
458 | orphaned | worktree-worktree-305235 |  | (none) | n/a | (no upstream)
459 | orphaned | worktree-worktree-3064475 |  | (none) | n/a | (no upstream)
460 | orphaned | worktree-worktree-3178686 |  | (none) | n/a | (no upstream)
461 | orphaned | worktree-worktree-3179332 |  | (none) | n/a | (no upstream)
462 | orphaned | worktree-worktree-3180011 |  | (none) | n/a | (no upstream)
463 | orphaned | worktree-worktree-3182089 |  | (none) | n/a | (no upstream)
464 | orphaned | worktree-worktree-3186107 |  | (none) | n/a | (no upstream)
465 | orphaned | worktree-worktree-3188342 |  | (none) | n/a | (no upstream)
466 | orphaned | worktree-worktree-3189890 |  | (none) | n/a | (no upstream)
467 | orphaned | worktree-worktree-3192437 |  | (none) | n/a | (no upstream)
468 | orphaned | worktree-worktree-3193709 |  | (none) | n/a | (no upstream)
469 | orphaned | worktree-worktree-3202696 | origin/ci/job-level-gating-ci-yml | [ahead 1, behind 27] | 150 | .github/workflows/cache-cleanup.yml, .github/workflows/ci.yml, .github/workflows/e2e.yml
470 | orphaned | worktree-worktree-3230587 |  | (none) | n/a | (no upstream)
471 | orphaned | worktree-worktree-330430 |  | (none) | n/a | (no upstream)
472 | orphaned | worktree-worktree-3322340 |  | (none) | n/a | (no upstream)
473 | orphaned | worktree-worktree-3329786 |  | (none) | n/a | (no upstream)
474 | orphaned | worktree-worktree-3330373 |  | (none) | n/a | (no upstream)
475 | orphaned | worktree-worktree-3394144 |  | (none) | n/a | (no upstream)
476 | orphaned | worktree-worktree-3408123 |  | (none) | n/a | (no upstream)
477 | orphaned | worktree-worktree-3408740 |  | (none) | n/a | (no upstream)
478 | orphaned | worktree-worktree-3410519 |  | (none) | n/a | (no upstream)
479 | orphaned | worktree-worktree-3437035 |  | (none) | n/a | (no upstream)
480 | orphaned | worktree-worktree-3451816 |  | (none) | n/a | (no upstream)
481 | orphaned | worktree-worktree-3477881 |  | (none) | n/a | (no upstream)
482 | orphaned | worktree-worktree-3479171 |  | (none) | n/a | (no upstream)
483 | orphaned | worktree-worktree-3587395 |  | (none) | n/a | (no upstream)
484 | orphaned | worktree-worktree-3658326 |  | (none) | n/a | (no upstream)
485 | orphaned | worktree-worktree-3663157 |  | (none) | n/a | (no upstream)
486 | orphaned | worktree-worktree-3666736 |  | (none) | n/a | (no upstream)
487 | orphaned | worktree-worktree-3674707 | origin/main | [ahead 1056, behind 52] | 305 | .agents/skills/speckit-analyze/SKILL.md, .agents/skills/speckit-checklist/SKILL.md, .agents/skills/speckit-clarify/SKILL.md
488 | orphaned | worktree-worktree-3677302 |  | (none) | n/a | (no upstream)
489 | orphaned | worktree-worktree-3680783 | origin/main | [ahead 1050, behind 77] | 381 | .agents/skills/speckit-analyze/SKILL.md, .agents/skills/speckit-checklist/SKILL.md, .agents/skills/speckit-clarify/SKILL.md
490 | orphaned | worktree-worktree-3696183 |  | (none) | n/a | (no upstream)
491 | orphaned | worktree-worktree-3714780 |  | (none) | n/a | (no upstream)
492 | orphaned | worktree-worktree-3767471 |  | (none) | n/a | (no upstream)
493 | orphaned | worktree-worktree-3942749 |  | (none) | n/a | (no upstream)
494 | orphaned | worktree-worktree-3943414 |  | (none) | n/a | (no upstream)
495 | orphaned | worktree-worktree-3943998 |  | (none) | n/a | (no upstream)
496 | orphaned | worktree-worktree-400748 |  | (none) | n/a | (no upstream)
497 | orphaned | worktree-worktree-401729 |  | (none) | n/a | (no upstream)
498 | orphaned | worktree-worktree-4093053 |  | (none) | n/a | (no upstream)
499 | orphaned | worktree-worktree-4135381 |  | (none) | n/a | (no upstream)
500 | orphaned | worktree-worktree-4184558 |  | (none) | n/a | (no upstream)
501 | orphaned | worktree-worktree-4186746 |  | (none) | n/a | (no upstream)
502 | orphaned | worktree-worktree-4187156 |  | (none) | n/a | (no upstream)
503 | orphaned | worktree-worktree-4188725 |  | (none) | n/a | (no upstream)
504 | orphaned | worktree-worktree-419362 | origin/worktree-worktree-419362 | (none) | 0 | (none)
505 | orphaned | worktree-worktree-523020 |  | (none) | n/a | (no upstream)
506 | orphaned | worktree-worktree-593418 |  | (none) | n/a | (no upstream)
507 | orphaned | worktree-worktree-594741 |  | (none) | n/a | (no upstream)
508 | orphaned | worktree-worktree-687330 |  | (none) | n/a | (no upstream)
509 | orphaned | worktree-worktree-688019 |  | (none) | n/a | (no upstream)
510 | orphaned | worktree-worktree-69740 |  | (none) | n/a | (no upstream)
511 | orphaned | worktree-worktree-730491 |  | (none) | n/a | (no upstream)
512 | orphaned | worktree-worktree-782674 |  | (none) | n/a | (no upstream)
513 | orphaned | worktree-worktree-79640 | origin/worktree-worktree-79640 | (none) | 0 | (none)
514 | orphaned | worktree-worktree-88239 |  | (none) | n/a | (no upstream)
515 | orphaned | worktree-worktree-927782 |  | (none) | n/a | (no upstream)

## 2) Worktrees
idx | state | path | branch | file_count | sample_changed_paths
1 | attached | /home/sjors/dev/astro-plan | main | 3 | local-branches.txt; local-quick-index.txt; local-worktrees.txt
2 | attached | /home/sjors/dev/astro-plan/.orchestration/run-apm-codex-20260721/worktrees/watcher-recreate | fix/zfuy-watcher-recreate | 1 | .agents/skills/orchestrate/scripts/__pycache__/
3 | attached | /home/sjors/dev/astro-plan/.orchestration/run-pre1-db-baseline-20260722/worktrees/b1 | feat/pre-1.0-db-baseline | 1 | Cargo.lock
4 | attached | /home/sjors/dev/astro-plan/.orchestration/run-pre1-db-baseline-20260722/worktrees/b2 | coder/b2-db-tests | 1 | Cargo.lock
5 | detached | /home/sjors/dev/astro-plan/wt_1416_guard | [detached] | 1 | .agents/skills/orchestrate/scripts/__pycache__/
6 | detached | /home/sjors/dev/astro-plan/wt_ok | [detached] | 1 | .agents/skills/orchestrate/scripts/__pycache__/
7 | attached | /home/sjors/dev/astro-plan/wt_yv3u | coder/yv3u-i18n-drift-gate | 1 | review-astro-plan-yv3u.log
8 | attached | /home/sjors/tmp/worktrees/astro-plan/ci-shim | fix/ci-required-checks-skip-shim | 1 | .ds-css/
9 | attached | /home/sjors/tmp/worktrees/astro-plan/ds-05a | ds/05a-sync-hygiene | 2 | .design-sync/generate-palette-cards.mjs; .ds-sync
10 | attached | /home/sjors/tmp/worktrees/astro-plan/inv-711b | investigate/711-instance-b | 1 | apps/desktop/src/features/inbox/__tests__/InboxPage.reclassifyGate.test.tsx
11 | detached | /home/sjors/tmp/worktrees/astro-plan/mainchk | [detached] | 1 | .ds-sync
12 | attached | /home/sjors/tmp/worktrees/astro-plan/merge-lane | chore/biome-strict | 2 | apps/desktop/biome.json; apps/desktop/src/features/targets/TargetsTable.tsx
13 | attached | /home/sjors/tmp/worktrees/astro-plan/token-sweep | fix/token-adoption-css-colours | 1 | .ds-css/
14 | attached | /home/sjors/tmp/wt-1299 | resolve/1299-vs-main | 15 | apps/desktop/index.html; apps/desktop/package.json; apps/desktop/public/brand/README.md; apps/desktop/public/brand/lockup.svg
15 | attached | /home/sjors/tmp/wt-guard | fix/close-guard-content-fallback | 2 | docs/development/bd-close-guard.md; scripts/bd-close-guard.sh
